barcode,product_name,brands,ingredients_text
8901030987328,Brooke Bond 3 Roses Natural Care,Brooke Bond,"tea, natural flavouring substances"
8908014021153,Afrodille Dried Blueberry,Afrodille,"blueberries, sugar, citric acid so₂. contains permitted synthetic food colours."
8908009535436,Jain Veg Tawa Masala,Freshway,"tomato, capsicum, french beans, green peas, cabbage, green ci.
<span class=""allergen"">butter</span>, refined oil, lodized salt and mix indian spices."
8906041150136,Pure cow ghee,Katraj,"total trans fat 0.11,milk fat"
8906069401210,Peanut butter,veeba,"roasted peanuts (91.0%), sugar, emulsifier and stabilizer (ins471) and iodised salt"
8904083511601,Organic Flax Seeds,24 Mantra Organic,organic flax seeds
8901262090322,Amulya Dairy Whitener,Amulya is sold by Amul,"milk solids, sucrose. allergen information: contains <span class=""allergen"">milk</span>"
8906008591354,Ganesh kesaria Thandai,Ganesh,"sugar, water, thandai 10% (mixture of almond, poppy seeds, cucumber seeds, white pepper, black pepper, cardamom), rose water, citric acid (330) & saffron."
8908010575537,Classic Cold Coffee,Beanstalk Co,"milk solids, sugar, soluble coffee powder, acidity regulators (ins 340 & ins 452) & stabilizer (ins 407)"
8908014757045,Mumbai Bhaji,Hocco,"potato (28%), tomato (28%), water, capsicum, cotton seed oil, clarified butter, onion, green peas, coriander, red chilli, salt, garlic, cabbage, cumin, seasoning, (white pepper, coriander, kashmiri chilli powder, cinnamon, clove, turmeric), black pepper"
8904057302648,Un-junked jeera biscuit,Open Secret,"oat flour, whole wheat flour, fructooligosaccharides, unsalted butter, corn flour, refined sunflower oil, rice flour, jowar flour, jaggery powder, maltodextrin, whole cumin 2%, cumin powder, skimmed milk powder, rising agent [ins503(ii), ins500(ii), ins 450(i) ins575], antioxident (ins322) edible common salt, ragi flour, bajra flour, udid flour"
8904355402859,Apollo Life Vitamin B-12 Tablets,Apollo Life,"methylcobalamin,excipients"
8906001023432,Muscle gainer,Avvatar,"whey protein, dextrose, maltodextrin, skimmed milk powder, alkalized cocoa powder, coffee powder, minerals, vitamins, acesulfame potassium (ins 950). sunflower lecithin (ins 322). contains added flavour - coffee (natural and nature identical flavour - ing substances). *no added sucrose. lid."
8906032341062,Milk-Ma whole wheat critters,Milk Ma,"<span class=""allergen"">wheat flour</span>, sugar, veg. shortening, <span class=""allergen"">milk</span>, mixed spices and glucose powder."
8904293729384,Flipkart Grocery Black Salt Powder,Flipkart Grocery,black salt powder
8906064233205,Butter Chicken Masala,Suhana,"zwiebel, cashewnuss, salz, zucker, knoblauch, chili, tomatenpulver, maisstärke, trockener ingwer, koriander, getrocknete bockshornkleeblätter, kreuzkümmel, getrocknete minzblätter, schwarzer kardamom, kurkuma, grüner kardamom, lorbeerblatt, cassia, gewürznelke, sternanis, muskatblüte, muskatnuss, kümmel, schwarzer pfeffer"
8906005720573,Dalwada Mix,Shree Ganesh,"mung dal, sodium bicarbonate, iodised salt, citric acid, & hing (in powder form)."
8908013950232,Super Strength Plant Protein Shake - Raw Chocolate Flavour,Plix,"plant protein blend 84.5% (pea protein isolate & rice protein isolate), cocoa powder (alkalized) 8.35%, natural & nature identical flavoring substances, grape seed extract (vitis vinifera) 0.9%, rock salt, xanthan gum (ins 415), vitamin premix (refer to nutrition facts), sucralose (ins955), papain (ins 1101(ii)) 0.15%, bromelain (ins 1101(iii)) 0.15%, lycopene 0.090%. contains added natural & nature identical flavouring substances - chocolate & others."
8904209304087,Chilli Powder,Aachi,aachi the mother of good taste chilli powder sourced from guntur | best red & hot chilli powder | extra fine 5 きく cold grinding best colour taste & aroma technology german
8904043551920,Modern Sunbake Rusk,Modern,"refined wheat flour (maida), sugar, edible vegetable fat (interesterified), sooji, yeast, invert syrup, milk solids, gluten, lodized salt, cardamom (seeds & its extracts) (0.24%), flour treatment agent [110000), emulsifier [4810)] and antioxidant (300)."
8906040912476,Apple Murabba,Pachranga,"apple, sugar syrup, contains preservatives: citric acid(e330). contains sulphites"
8906098120601,Cloud9 Classic Energy Drink,Cloud9,"carbonated water, sugar, acidity regulators ins330, ins331 taurine, maltodextrin, caffeine, vitamins (b5, b3, b6, & b12), permitted class ii preservative (ins211). contains added flavour (nature identical & artificial flavouring substances, fruit and permitted natural colour ins150d)."
8906010450021,Budhani Bros Potato Wafers,Budhani Bros,"potatoes, refined palmolien oil, edible peanut oil, iodized salt."
8906117362593,Country Delight Roasted Vermicelli,Country Delight,hard wheat semolina
8906011831713,Maida,Naga,"category: 6.2.1 maida(refined wheat flour)
wheat 
allergen declaration: contains wheat (gluten)"
8906001721017,Pasteurised Toned Milk Dahi,Paras,pasteurised toned mik milk solids and active lactic culture
8908014047023,Soft spot plant based smoked cheese,Soft spot,"water, potato starch, coconut oil, <span class=""allergen"">cashews</span>, corn starch, salt, vegan flavours, carrageenan, nutritional yeast, lactic acid, annatto"
8906151420020,chiwda,Sitashree Lakshminarayan,"riceflakes (poha), peanuts, refined groundnut oil, sugar, raisins, cashew nuts, coconut, sesame seed, hydrogenated vegetable oil, iodized salt, red chilli powder, turmeric powder, asafoetida, sweet wood"
8906051271159,Opal,,aqua mineral oil bees wax glycerine proplyne glycol aloevera axtract
8906108302478,Popular Coriander (Dhaniya Seeds),Popular,coriander (dhaniya seeds)
8906169990980,Nendran Banana Chips,Sweet Karam Coffee,"banana, edible vegetable oil (coconut) & edible common salt."
8906066200564,Keya Mixed Herbs,Keya,"mixed herbs [rosemary (30%) thyme (30%), oregano (20%, basil (20%))"
8903023003497,Besan,More,besan (chickpea flour)
8908007653095,Rachana Curd Chillies,Rachana,"curd, green chillies, edible salt"
8906008811933,Fortune Xpert,Fortune,"refined soyabean oil (60%), physically refined rice bran oil (35%), filtered flax seed oil (5%) permitted antioxidants - tbhq (e-319) & citric acid (e-330), permitted antifoaming agent - dmps (e-900a), vitamins a&d"
8907003510685,Gulab Jamun,A2B,"sugar syrup, milk solids (18%), refined palm superolein oil, cardamom."
8904083506911,Organic Jaggery Powder,24 mantra organic,organic evaporated sugar cane juice
8908002753226,Red Cow Gold Toned Milk,Red Cow,"<span class=""allergen"">milk</span>, milk solids & water"
8901719306846,Kreams Bourbon,Parle,da www.ptifoods.com at export ents rela à expo pla droi umbai e sous t. ltd. mumbai arle biz commerce de erle 8901719 306846 product of india produit de l'inde *40* % dv*/% vo
8906144490658,Cold Coffee - Hazelnut,SleepyOwl,"double-toned milk, water, sugar, coffee powder, flavours (nature identical flavouring substance). acidity regulator (ins 340 (ii)), stabilizer (ins 407, 412&471)."
8901090328574,Tata Coffee Grand Classic,Tata,"coffee (71.5%), chicory (27%)"
8906117363637,Makhana Chatpati Imli,Country Delight,"makhana (fox nut) 62%, edible vegetable oil (olive oil) 22%, spices and condiments 9% (red chili powder, clove, cumin, black peper ginger), black salt, rock salt, tamarind powder, sugar, dry mango powder, lemon juice powder, asafoetida powder, natural and nature identical flavours."
8904123551178,A-1 Chips Banana Wafers,A-1 Chips,"<span class=""allergen"">banana</span> 85%, edible veg oil (coconut oil) 12 %, salt, natural antioxidant (mixed tocopherol ins 307b)"
8904089974776,Curd,Heritage,pasteurised double toned milk & active lactic cultures. made from double toned milk
8906117360988,Country Delight Rava Idli Batter,Country Delight,"ro water, idli rava (35%), urad dal, fenugreek seeds, rock salt."
8904152813186,TipTop Snacks,TipTop,"puffed rice, gram flour, turmuric powder, citric acid, palmolien oil, salt."
8906033951369,Gongura Red Chilli Pickle,G. Pulla Reddy,"gongura, red chilli, salt, urad dal, refined peanut oil, garlic, tamarind paste, fenugreek, coriander, <span class=""allergen"">mustard</span>, turmeric"
8903071000998,Worcestershire sauce,Golden crown,"tamarind pulp, water, sugar, lodised salt, onion & garlic powder, stabilizer (ins 412), spices & acidity regulator (ins 260); contain permitted class ii preservative (ins 211)"
8906009536675,Date Almond Snack Bar,Max Protein,"date paste (21%), protein blend (20%) (whey protein concentrate, soy nuggets, calcium case, emulsifiers (ins 492, ins 322(1) - <span class=""allergen"">soy lecithin</span>)), date syrup (11%), dietary fiber (wheat fiber), cocower humectant (glycerine). emulsifier (ins 471, ins 322 (1) - <span class=""allergen"">soy lecithin</span>), salt, antioxidant (rosemary extract contains added flavour (natural & nature identical flavour) (vanilla flavour)"
8906066206115,Piri Piri Spice Mix,Keya,"mixed spices & herbs (chilli, garlic, onion, oregano, parsley, basil, black pepper), iodized salt, sugar, tamarind powder, starch, yeast extract, hydrolyzed vegetable protein (soy), acidity regulator (ins330), flavour enhancer (ins631, ins627), anticaking agent (ins551), natural flavouring substance (lime)."
8901058895766,maggi Pichkoo tomato ketchup,Nestle,"water, sugar, tomato paste (23.7%), lodised salt, acidity regulator (260), thickeners (1422 & 415), dehydrated onion, dried garlic, preservative (211) and mixed spices. may contains milk & nut"
8901058001198,Rich tomato ketchup,Maggi,"water, tomato paste 24.5%, sugar, iodized salt, acidity regulator 260, thickeners 1422, thickeners 415, dehydrated onion, dried garlic, preservative 211, and mixed spices."
8904327600405,Myfitness Chocolate Peanut Butter,Myfitness,"roasted peanuts, dark chocolate, brown sugar, salt, stabilizer (ins471). allergen info: contains <span class=""allergen"">peanuts</span> and soya peanut butter (proprietary food-4.2.2.5)"
8906010500832,Healthy Bites Masala Khakhara,Balaji Namkeen,"<span class=""allergen"">wheat flour</span> (85%), edible vegetable oil (palmolein), iodized salt, spices & condiments 2%, black pepper, cumin seeds, chili powder, carrom seeds, turmeric powder"
8901512931801,Peanut Butter,Sundrop,"roasted peanuts (88%), sugar, hydrogenated vegetable oils (rapeseed & soyabean), iodized salt, stabilizer (ins 471)"
8904043551715,Bread,"Modern,Bimbo","refined wheat flour (maida) (64.1%), sugar, yeast lodized salt, edible vegetable fat (interesterified), <span class=""allergen"">gluten</span>, soya preservatives (282, 200), emulsifier (470), acidity regulators (260,297), flour treatment agent (510) and antioxidant (300)"
8906048502105,Protinex Rich Chocolate Flavour,"Protinex,Danone","skimmed milk powder, <span class=""allergen"">soy protein isolate</span>, maltodextrin, cocoa powder, nature identical flavourings substances (chocolate&vanilla stabilisers (carrageenan, xanthan) vitamins, sweetener (sucralose)"
890600200494,Veg Mayonnaise,Dr.Oetker,"refined soyabean oil, water, sugar, milk solids, iodised salt, lemon juice, emulsifiers and stabilizers (ins415, ins1442), acidity regulators (ins260, ins330), preservatives (ins211, ins202), antioxidant (ins319).  contains milk."
8902433008184,SNICKERS SNICKERS PACK SNICKERS COFFEE 25x $1 PROL,Snickers,snickers ckers coffee 2544gbars ack 1601 000434 45 ge 399 2121
8906135091048,apis Corn Flakes,apis,"corn (90.1%), sugar (5.3%), lodized salt, malt extract and antioxidant (ins 320)"
8908023890009,Whitty Cheese Masti Khakra,Whitty,"whole wheat flour, palmolein oil, cheese seasoning (cheese powder, milk solids, mixed spices, sugar) (5%), salt"
8901207035838,Himalayan Apple Cider Vinegar,Dabur,apple juice brewed to 5% acidity.
8908012811930,Double Choco Mini,Minus Thirty,"almond milk, almond butter, dark chocolate (vegan), cocoa powder, stevia, coconut oil"
8902901127034,Good Life Soyabean Yellow 500g,Good Life,soyabean yellow
8906017290026,Bisleri Water 250ml,Bisleri,"treated water, magnesium sulfate, potassium bicarbonate"
8908000295100,aloo bhujia,Mukharochak,"potato dust, gram flour, edible vegetable oil (peanut oil / soyabean oil / palmolein oil), iodized salt and red chilli powder."
8906153561707,Mango Lassi,"Nandini, GoodLife","milk solids (double toned milk curd), pasteurised chilled water, sugar, mango pulp (6%), stabilizers (ins 466, ins 451, ins 415, ins 440, ins 331), acidity regulator (ins 270), synthetic food colour (ins 110, ins 102), nature identical & artificial flavours (mango)"
8908024353084,Strawberry Donut Cake,Cooba,"<span class=""allergen"">wheat flour</span>, sugar, refined palm oil, liquid egg, iodised salt, thickners ins 464,415. preservatives ins 282, 200, wheat starch, strawberry natural colour, ins 102,140,133, 160a."
8903236680003,Cosmix Plant Protein,Cosmix,"protein isolate blend (pea and rice), coconut milk powder, ratnagiri mango powder, digestive herb blend (ginger, fennel, fenugreek), kerala vanilla bean powder and monk fruit."
8904022910205,Americana Coconut Cookies,Americana,"refined wheat flour (maida), sugar, refined palm oil, invert syrup, coconut powder (1.96%), leavening agents [503(ii) & 500(ii)], edible starch, edible common salt, emulsifiers [322 & 471], acidity regulator [450(i)], artificial flavouring substances (butter & coconut) and preservative (223)."
8901262202046,Amul Lassi,Amul,"milk solids, water, sugar, thickener (440), artificial flavouring substances (rose), active culture. allergen information: contains milk."
8906049780700,Kenty's Badam Flavoured Milk,Kenty's,"double toned milk, sugar, stabiliser (ins 407) contains: added nature identical badam flavour, contains permitted food colour (e102)"
8902979005319,Maa Guva juice,Cavinkare,"water, sugar, guava pulp (10%), acidity regulators (ins 330, ins 331 (iii)), thickener (ins 466), flavour (nature identical flavouring substances), lodized salt, antioxidant (ins 300), synthetic food colour (ins 129)"
8901808003830,Custard powder Mango Flavoured,WeikField,"maize starch, nature identical and artificial flavouring substance (mango), lodised salt, synthetic food colours (ins 102, ins 110, ins 122)."
8906084522129,Desi Farms Buffalo Malai Paneer,Desi Farms,"buffalo milk & milk solids, citric acid"
8908012945598,Red Lentil Spaghetti / Noodles,Pink Harvest Farms,"red lentil, less than 2% of: isabgol, xanthan gum (e415)"
8906084414196,MOM Roasted Makhana Cheddar Cheese,MOM (Meal of the Moment),"makhana (fox nuts - 64%), edible vegetable oil (sunflower), seasoning [milk solids, cheese powder (2.7 %), lodized salt, flavours [natural, nature identical (<span class=""allergen"">cheese</span>)], maltodextrin, sugar, ghee, anticaking agent (ins 551), acidity regula - tor (ins 270), flavour enhancers (ins 627, ins 631) and antioxidant (ins 319)]. 
allergen advice: milk & sulphite"
8904039704781,Rajma Chips Indian Masala,Conscious Food,"rajma flour, tapioca starch, edible vegetable oil (rice bran oil), gram flour, seasoning mix (corn starch, lodised salt, sugar, ground, spices and condiments: (kashmiri red chilli, jeera, coriander seeds, black pepper, clove, mace), dry mango powder, dehy garlic powder & onion powder), rice flour, white lentil flour"
8904272600093,Storia Coffee Shake 180ml,Storia,serve size: 100 mi per 100 ml %rda (approx) (per serve) 93 4.6 energy(kcal) total fat (g) 3.2 4.7 saturated fat(g) 2 9 trans fat(g) 0 0 total carbohydrates(g) 14.3 total sugars(g) $ 8.5 added sugar(g) 6 12 protein(g) 3.3 1.8 calcium(mg) 6 60 4.5 sodium(mg) &quot;coffee is a rich source of disease-fight rda calculated as per
8904132933033,moong whole unpolished,GoodLife,green gram beans(moong)
890497000368,Gourmet buns sesame,Boulangery ace backery,"enriched wheat flour, niacin, reduced iron, ascorbic acid, water, eggs, sesame seeds, sunflower oil, soybean oil, yeast, cane sugar, egg whites, salt, cultured wheat flour, lactic acid, enzymes"
8908016018045,Paneer,SPS,"milk solids, vinegar"
8906090400923,KERDA PICKLE,Hop's,"kerda, crush mango, salt, mustard dal, edible oil (sunflower, groundnut oil), turmeric, compounded asafoetida, contain preservative e-211. acetic acid e-260

contains permitted class ii preservative"
8901786650101,Pasta masala,,"salts, sugar, tomato poweder, anticaking, courflour, onion, garlic, chilli, black paper, coriander, organo, basil, cumin, paprika extract"
8908014814038,Milk Bread,Mr Bakewell,"refined wheat flour (maida), water, sugar, skimmed milk powder, edible vegetable oil (palm oil), yeast, lodized salt, <span class=""allergen"">soya flour</span>, <span class=""allergen"">gluten</span>, calcium propionate (ins282), bread improver (ins 170(i), 1100(i)), antioxidant (ins 300)"
8901262152143,Double Chocolate Milk Shake,Amul,"double toned milk, sugar, dark chocolate (7.5%), milk chocolate (1.9%), cocoa solids, stabilizer (407), artificial flavouring substances (cocos, vanilla),"
8904073310511,Cooked Shrimp,Star Feast,"shrimp, salt, sodium tripolyphosphate (to retain moisture)"
8906132692354,Cod Liver Oil,Dr Morepen,"cod liver oil (100%), gelatin(capsule shell) (sch. vf. 26), glycerin (sch. vf. 27), sorbitol (420i) and humectant"
8908002506969,BAT Shamim  Dates,"BAT, Bait Al Tamur",iranian wet dates
8906117362173,Country Delight Vermicelli,Country Delight,hard wheat semolina
8906119260743,Roasted Almonds,Lagom,almonds and lodized salt
8903023006559,Vedaka Cranberries,Vedaka,whole dried cranberries
8901052020706,Chakra Gold,TATA Tea,"tea (98.5%), natural flavour rose (max 1.5%)"
8906136840171,Peanut Butter Chocolate,Happy,"roasted peanuts, sugar, salt, hydrogenated soya bean oil, dark chocolate, cocoa powder, emulsifier (ins471)"
8906151420501,Nylon Shev,,mo@sitas visit us at! w.sitashreelaxminarayanchiwda.com ion facts (approx.) container per serving ائق غذائية (نشريها) سة لكل حاوية تم الحصة 25 100 جراة per لكل حصة السعرات الحرارية 8.27g | إجمالي الدهون 3.03g | الدهون المشبعة 3.73g | الدهون الأحادية المشبعة و1.01 | الدهون المتعددة غير المشبعة . 133.
8902579002053,Appy fizz,Parle Agro,"<span class=""allergen"">apple</span>"
8908002787023,Tofu,KDK,"water, soya, coagulant, common salt & spices"
8906143891296,The Whole Truth Coffee Cocoa,The Whole Truth,"coffee, cocoa powder, cocoa butter, dates, <span class=""allergen"">cashews</span>, <span class=""allergen"">almonds</span> and <span class=""allergen"">whey</span>."
8903363003058,Tea masala,DMart,"dry ginger, black pepper, cardamom, peepramul, nutmeg, clove & cinnamon."
8901262020343,Amul Pizza Cheese,Amul,"milk solids, iodized salt, microbial rennet active culture, milk."
8906117360452,Country Delight Idli Dosa Batter,Country Delight,"ro water, rice (35%), urad dal, fenugreek seeds & iodized salt."
8908000284616,Kosher dill spears,,"cucumbers, water, vinegar, salt, calcium chloride, natural flavor, fd&c yellow #5."
8901063146457,Britannia winking cow chocolate 180ml,Britannia,"double toned milk, water, sugar, cocoa solids (chocolate), emulsifiers and stabilizers (471, 412, 407 & 415), nature identical & artificial (vanilla) flavouring substance, acidity regulators (340(ii), 340(iii), 452(i)] and iodised salt.

contains <span class=""allergen"">milk</span>."
8901725006402,Beaten Caffee Powder,Sunbean,"sugar, maltodextrin, soluble coffee powder (15%), chicory (6.4%) and coffee extract,"
8901262174244,Amul Vanilla Gold,Amul,"milk solids, sugar, emulsifier (471), stabilizers (407, 466, 415, 412), artificial flavouring substances (vanilla)."
8901537081666,Roasted Rice Crackers Salt Pepper,Kari Kari (Indigo),"1 - 1 gx-1 q.85 the kari kariⓡ enjoy kaki no tane, traditional japanese rice crackers, that traces its origins to japan's niigata province - known for its popular rice variety. these rice crackers are made with traditional japanese craftsmanship."
8901058014235,Maggi,Neslé,"refined wheat flour, palm oil, iodized salt, wheat gluten, thickeners ( 508 & 412), acidity regulators, humectant"
8906021510011,Idly mix,Gangwal,"rice flour (65%), urad dal flour, citric acid (e 330), sod. bicarbonate (e 500), iodised salt."
8908002735680,Suji Rusk,"Vita's,Golden Bite","refined wheat flour, suji, water, sugar, yeast edible common salt, edible vegetable oil (palm) soya flour, class ii preservative(282), emulsifier [472e, 481 (1)], acidity regulator (260), antioxidant (300), improver (1100)."
8906127550065,Organic Peanut Butter,Alpino,roasted organic peanuts (100%)
8908024057104,Hazelnut Chocolate laddoos,EAT BETTER CO,"dates, <span class=""allergen"">almonds</span>, <span class=""allergen"">hazelnuts</span> (17%), cacao(4%), chia seeds, vanilla extract and seasalt."
8901719133701,Parle Rusk 1kg,Parle,"refined wheat flour (maida) (68%), sugar, palm oil, semolina (suji), yeast, iodised salt, oten, emulsifiers of vegetable origin [(322, 481(1), wheat fibre spices (cardamom seeds (0.08%)]."
8908001025010,Packaging Drinking Water,Siruvani,"ozonized water minerals magnesium sulphate, calcium chloride"
8901058024128,Classic,Nestle,nestle classic neste nestle great taste
8904455003253,Nicotex,Ciplahealth,nicotine polacrilex usp equivalent to nicotine 2 mg colour: titanium dioxide ip
8906087777229,Chicken Fettuccine,comfort cravings,"meat chicken, water, soy protein, isolated butter, sodium citrate , milk protein  milk, wheat, soy"
8906021062459,Molsi's.Cashews,Molsi's,"<span class=""allergen"">cashew</span>"
8901058890945,MAGGI,,ojinons masalas
8904422700826,Honey,Patanjali,blend of honeydew honey & blossom honey
8908011093627,Srichakra Buffalo Milk,Srichakra,"buffalo milk, vitamin a (retinyl palmitate) & vitamin d2"
8907065117532,Milk Compound Chips,Puramate,"sugar, edible vegetable fat (hydrogenated), milk solids (cow/buffalo), cocoa solids, emulsifier (ins322(i)-lecithin of soya origin), flavour - nature identical & artificial flavouring substances (vanilla)."
8901389000013,meetha masala,rajnigandha,"betelnut, sugar, dates, catechu, lime, maize starch, herbs extract, cardamom seeds, natural flavours and natural flavouring substances. nature identical flavouring substances."
8904071706293,chhedas fingers pops salted,,"refined wheat flour (maida), edible vegeta oil (palmolein), corn starch, salt, raising agent e500 (ii). contains: wheat, gluten. allergy advice:"
8901088772433,Saffola Masala Millets,Saffola,"multigrain mix (64.5millet (41.1%) (sorghum milles, pearl millet flakes}, oats flakes], potato flakes, seasonmugar, lodised salysed vegetable protein, spices and condiments"", starch, acidity malic acid), potassium chloride, flavour enhancers (627, 631), yeast ext sat fiber], dehydrated vegetables (8.2%) [carrot (2.8%), onion (2.6%), french beans (...). green peas (0.5%)], refined rice bran oil, natural & nature identical flavouring substance, masala mix *contains turmeric, coriander, black pepper, cinnamon and clove"
8908000870376,Jaimin Sesame Chikki (200G),,nation 7 per serving (approx. 28.35g)
8907525000213,Coca cola 1.75 litre,cocacola,"carbonated water, sugar, acidity regulator-phosphoric acid (338), caramel colour (150d) and caffeine. authorized natural colorants and authorized natural fragrances used."
8906009077543,Multigrain Cookies,Unibic,"cereal products (45%) (refined wheat flour (maida), rice, ragi, oats, corn), sweetener (ins 965 - maltitol), edible vegetable oil (palm), oat fibre, nuts (4%) (almond & cashew), butter, desiccated coconut powder, wheat bran, leavening agents (ins 503 ii, ins 500 ii), emulsifier (ins 322 from soy), lodised salt, vitamins and minerals, nature identical and artificial flavouring substances (vanillin)."
8901512562807,Butter flavour popcorn,ACT 2,"popped corn (88.7%), refined edible palmolein oil (antioxidant (tbhq)), lodized salt, nature identical flavour (butter), table butter (0.07%) & colour (beta carotene)."
8904083300106,Paneer,Milky Mist,milk solids & vinegar
8904335603894,Protein shake cold cofee,Yoga bar,"milk solids(86.6%)
milk protein concentrate(7.9%),
sweeteners (maltitol,steviol
glycosides), soluble coffee
powder(045), nature-ldentical
flavouring substances, natural
flavours and natural flavouring
substances, acidity
regulator(trisodium
orthophosphate), stabilizer
(carragenan).
contains naturally
occurring sugars."
8901058815900,Nescafe Sunrise Extra,Nescafe,"coffee 60%, chicory 40%"
8901044570554,Orange Squash,Mapro,"sugar, ange juice (27%), water, liquid glucose, acidity regulator (citric acid), lodised salt, preservative (ins-224) contains permitted synthetic food colours (ins-110, ins-122) & added flavours-natural, nature identical & artificial flavouring substances (<span class=""allergen"">orange</span>)"
8906137053440,Ghee Cake,Milma,"refined wheat flour (maida), sugar, egg, edible vegetable oil (sunflower oil invert syrup, humectants (e 420, e 422), milk solids, clarified butter, edible starch, iodised salt, leavening agent (e 500 (ii)), acidity regulator (e 260), emulsifiers (e 471, e 477, e 470), permitted class ii preservatives (e 282, e 200, e 202), nature-identical flavouring substances  (vanilla and milk)."
8908027899022,Proskii High Protein Cereal Honey Crunch,Proskii,"protein cereal mix (76.19%) [<span class=""allergen"">soy protein isolate</span> (23.46%), pea protein (13.96%), sorghum (13.96%), corn (13.18%),"
8904150503812,Pillsbury Chocolate Pancake Mix 80 g,,"refined wheat flour (maida), sugar, edible vegetable oil (palm), cocoa powder, baking powder raising agent ins 500(1), acidity regulator ins 5410), artificial flavouring substances (vanilla, chocolate), milk solids, lodized salt, raising agent [ins 500()] and colour (ins 150d). bigdedients"
8906017815649,Masala Chaach,Madhusudan,"milk solids, water, spices, condiments, iodised salt, black salt & active set lactic culture"
8901071732413,Milk shake chocolate flavour 180ml,Hershey's,"water, sugar, milk solids (8%), cocoa solids (0.75%), emulsifiers (460(i),466, 471), mineral (calcium carbonate), flavours (nature identical flavouring substances), sequestrant (339 (ii)), edible common salt, mineral (zinc sulphate), vitamin e (acetate), vitamin a (acetate), vitamin d2 (ergocalciferol), vitamin b1 (thiamine chloride hydrochloride), & vitamin b2 (riboflavin)"
8904063281340,Plain Burfee,Haldiram's,"concentrated milk solids (76%), sugar, <span class=""allergen"">pistachios</span> and cardamom powder."
8906031931301,Levista Extra Strong,Levista,"coffee 57%, chicory 43%"
8904335602859,YogaBar Nuts & Seeds Crunch Super Muesli,YogaBar,"whole grains 67.8% {rolled oats, brown rice, millets 20.0% (jowar, ragi, bajra, samai)}, nuts & seeds 16.3% (sunflower, almond, pumpkin, flax, chia), dehydatred fruits 9.0% (raisins, cranberry), dates syrup, fos, rice bran oil, cinnamon powder."
8906081127211,6 in 1 Super Seeds And Nuts Mix,Happilo,"dried cranberries, soybean, pumpkin seeds, melon seeds, flax seeds, chia seeds & salt"
8906108305295,Pitted Prunes,Popular Fit-Eats,"pitted prunes, pottasium sorbate (0.01%)"
8904415900561,Seeds Mix,Regency,"roasted seeds [pumpkin seeds (30%), flax seeds (20%), watermelon seeds (15%), sunflower (15%), chia seeds (10%), <span class=""allergen"">sesame seeds</span> (10%)"
8905694508257,A2 Buffalo Milk,Sid’s Farm,"<span class=""allergen"">milk</span>"
8908005308003,Tofu ( soya paneer),SR foods,"soya bean, citric acid (ins 330), purified water"
8906016414454,Spicy Buttermilk,"Godrej,Jersey","water, milk solids, common salt, spices & condiments"
8901063338494,Britannia Pav,Britannia,"refined wheat flour (maida), water, sugar, refined palmolein oil, yeast, iodised salt, soya flour, preservative (282), vital gluten, emulsifier (472e), acidity regulator (260), flour treatment agent (510), improvers (1100(1), 1102, 1104 & xylanase) and antioxidant (300)"
8906046144987,Brown Mustard Seed Organic Spices,,brown mustard seeds
8901058015805,Cerelac Wheat,Nestlé,"<span class=""allergen"">wheat flour</span>. milk solids, sucrose, soyabean oil."
8908001032087,Sandwich Bread,EveryDay,"refined wheat flour, sugar, yeast, lodised salt, refined palmolein oil, soya four, emulsifier (ins 476, 471 481(1)) preservative (ins 282), antioxidant (ins 300), improver (ins 1100). acidity regulator (ins 260)."
8906001055440,Mango Pickle Mild,Mother's Recipe,"mango pieces (61%), salt, water, spices (<span class=""allergen"">mustard</span>, chili, fenugreek, turmeric, coriander, cumin, asafoetida), cottonseed oil, acetic acid (acidity regulator)"
8901030902369,Knorr hot & sour veg soup,Knorr,"starch, maltodextrin, sugar, lodited salt, (dehydrated vegetables (onion (5.9%), carrot flakes (1.4%). garlic bits (1.1%) and leeks (0.4%)) hydrolyzed vegetable protein, flavours-nature identical flavouring substances (soya sauce) thickener-415, spices & condiments (chillies (1.5%)), hydrogenated palm oil, food colour-caramel iv, acidity regulator-296, anti caking agent - 551, flavour enhancer-627 & 631 oleoresin chill"
8902901029857,Good Life MP Sharbati Atta,Good Life,"<span class=""allergen"">wheat flour</span> (atta)"
8906113491662,Tata Soulfull Rusk Elaichi,Tata Soulfull,"wheat flour (atta), refined sugar, jowar flour (16%), refined palm oil, wheat gluten, baker's yeast, lodised salt, cardamom seed (0.3%), colour (ins 150a), stabilizer (ins 472e), nature-identical flavouring substances."
89009871,Polo,Nestle,"sugar, edible starch, liquid glucose, anticaking agent (470(i)), natural flavour and natural flavouring substances"
8901764211256,Original Ginger Ale,Schweppes,"carbonated water, sugar, acidity regulator (330), preservative (211) colour (150d), flavours (natural flavouring substances)."
8903363008435,Yellow Chana,DMart Premia,"roasted gram, edible common salt & turmeric"
8908018651172,troovy The Nutri stir fry sauce,troovy,"water, vegetables (garlic, ginger, tomato, carrot, pumpkin, onion, sweet potato, peas), soya sauce, jaggery, (natural) vinegar, tamarind, lodised salt, sunflower oil, potato starch, spices, vitamins & minerals"
8901205039357,Vahdam Matcha Green Tea,Vahdam,matcha green tea powder
8904132963573,Roasted pumpkin seeds,Good life,roasted pumpkin seed
